Obs_Id,lagoslakeid,ActivityStartDate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodIdentifier,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
FL-1849159,190332,2010-07-06,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-5.5,-5.5,NTU,1,-5.5,21FLSEM_WQX,FT1600,NA,NA,Lake Myrtle
FL-1768500,188106,2010-07-15,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.1,-3.1,NTU,1,-3.1,21FLSEM_WQX,FT1600,NA,NA,Lake Asher
FL-1619576,188107,2010-07-15,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-7.2,-7.2,NTU,1,-7.2,21FLSEM_WQX,FT1600,NA,NA,Mirror Lake
FL-949398,184850,2010-07-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-5.2,-5.2,NTU,1,-5.2,21FLSEM_WQX,FT1600,NA,NA,Lake Markham
FL-1106164,192505,2010-07-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-5.9,-5.9,NTU,1,-5.9,21FLSEM_WQX,FT1600,NA,NA,Yankee Lake
FL-2287455,184813,2010-07-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-6.2,-6.2,NTU,1,-6.2,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-2528377,188187,2010-07-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.4,-3.4,NTU,1,-3.4,21FLSEM_WQX,FT1600,NA,NA,Lake Mobile
FL-2503305,191355,2010-07-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-7.9,-7.9,NTU,1,-7.9,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
FL-2952605,185962,2010-07-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-8.4,-8.4,NTU,1,-8.4,21FLSEM_WQX,FT1600,NA,NA,Lake Brantley
FL-1881129,188156,2010-07-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-6.1,-6.1,NTU,1,-6.1,21FLSEM_WQX,FT1600,NA,NA,Sylvan Lake
GA-595112,228443,2010-08-02,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,4500,4.5E+003,mg/l,1,4500,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Oliver  (aka Chatt River at Columbus Water Intake near
FL-1454154,188390,2010-08-03,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4.1,-4.1,NTU,1,-4.1,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2217054,192743,2010-08-03,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3.4,-3.4,NTU,1,-3.4,21FLSEM_WQX,FT1600,NA,NA,Lake Geneva
FL-2154155,189459,2010-08-03,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4.3,-4.3,NTU,1,-4.3,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-1946824,187120,2010-08-05,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.9,-1.9,NTU,1,-1.9,21FLSEM_WQX,FT1600,NA,NA,Lake Of The Woods
FL-2726036,190343,2010-08-05,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4.1,-4.1,NTU,1,-4.1,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-2347724,190331,2010-08-05,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-4.2,-4.2,NTU,1,-4.2,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
FL-1678364,189292,2010-08-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Howell
FL-1062600,191460,2010-08-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.4,-2.4,NTU,1,-2.4,21FLSEM_WQX,FT1600,NA,NA,Kewanee
FL-2170248,188388,2010-08-23,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.9,-2.9,NTU,1,-2.9,21FLSEM_WQX,FT1600,NA,NA,Lake Mills
FL-1542822,191501,2010-08-24,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2,-2,NTU,1,-2,21FLSEM_WQX,FT1600,NA,NA,Tuskawilla Lake
FL-2641634,191500,2010-08-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.8,-1.8,NTU,1,-1.8,21FLSEM_WQX,FT1600,NA,NA,Lake Florence
FL-1909023,186063,2010-08-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-2.3,-2.3,NTU,1,-2.3,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-2904510,192594,2010-08-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-3,-3,NTU,1,-3,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
FL-1891124,191619,2010-08-26,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.2,-1.2,NTU,1,-1.2,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
CO-870861,453310,2010-08-30,NA,Southern Ute Tribe,Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,NA,NA,NA,NA,Capote Lake 1
FL-2986181,190473,2010-09-14,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Hayes
FL-1149422,192560,2010-10-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.9,-0.9,NTU,1,-0.9,21FLSEM_WQX,FT1600,NA,NA,Amory Lake
FL-1781827,189299,2010-10-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.8,-0.8,NTU,1,-0.8,21FLSEM_WQX,FT1600,NA,NA,East Crystal Lake
FL-2333474,190332,2010-10-12,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.1,-1.1,NTU,1,-1.1,21FLSEM_WQX,FT1600,NA,NA,Lake Myrtle
FL-1928374,191355,2010-10-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.2,-1.2,NTU,1,-1.2,21FLSEM_WQX,FT1600,NA,NA,Bear Lake
FL-921916,185962,2010-10-19,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM_WQX,FT1600,NA,NA,Lake Brantley
AR-101405,293444,2010-10-20,NA,Arkansas Department of Environmental Quality,"Silica, dissolved",Silica,10100,10100,mg/l,1,10100,USEPA,200.8,https://www.nemi.gov/methods/method_summary/4665/,NA,Cox Creek Lake below AG&F Boat Ramp.
FL-1410937,188106,2010-10-25,21FLSEM,Seminole  County (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),90,90,mg/l,1,90,21FLSEM_WQX,FT1500,NA,NA,Lake Asher
FL-2094452,188106,2010-10-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Asher
FL-1308447,184813,2010-10-25,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.9,-0.9,NTU,1,-0.9,21FLSEM_WQX,FT1600,NA,NA,Cub Lake
FL-2369422,184850,2010-10-28,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM_WQX,FT1600,NA,NA,Lake Markham
FL-2204944,190331,2010-11-02,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-1.5,-1.5,NTU,1,-1.5,21FLSEM_WQX,FT1600,NA,NA,Lake Seminary
AR-41414,50675,2010-11-08,NA,Arkansas Department of Environmental Quality,"Silica, dissolved",Silica,3570,3570,mg/l,1,3570,USEPA,200.8,https://www.nemi.gov/methods/method_summary/4665/,NA,Lake Austelle near Dam
FL-857042,186063,2010-11-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Red Bug Lake
FL-1726193,192594,2010-11-09,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.1,-0.1,NTU,1,-0.1,21FLSEM_WQX,FT1600,NA,NA,Lake Tony
AR-22061,293444,2010-11-09,NA,Arkansas Department of Environmental Quality,"Silica, dissolved",Silica,10300,10300,mg/l,1,10300,USEPA,200.8,https://www.nemi.gov/methods/method_summary/4665/,NA,Cox Creek Lake below AG&F Boat Ramp.
FL-2322147,190343,2010-11-22,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Prairie Lake
FL-2325595,188390,2010-11-30,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.4,-0.4,NTU,1,-0.4,21FLSEM_WQX,FT1600,NA,NA,Lake Catherine
FL-2250696,189459,2010-11-30,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM_WQX,FT1600,NA,NA,Kiwanis Lake
FL-1572947,191619,2010-11-30,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM_WQX,FT1600,NA,NA,Horseshoe Lake
FL-2814851,188388,2010-12-07,21FLSEM,Seminole  County (Florida),Turbidity,Turbidity,-0.3,-0.3,NTU,1,-0.3,21FLSEM_WQX,FT1600,NA,NA,Lake Mills
GA-574886,227457,2011-01-19,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,5500,5.5E+003,mg/l,1,5500,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Harding - Dam Forebay (aka Chatt. River US Bartletts Fe
UT-627144,455356,2011-02-14,U.S. Geological Survey,USGS Utah Water Science Center,"Oxygen, dissolved",Oxygen,32.3,32.3,mg/l,1,32.3,USGS,LUMIN,ASTM,NA,GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE
GA-640942,227457,2011-03-02,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,850,8.5E+002,mg/l,1,850,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Harding - Dam Forebay (aka Chatt. River US Bartletts Fe
AZ-55808,454758,2011-04-04,"TEMPE, CITY OF",AZDEQ_SW,"Oxygen, dissolved",Dissolved oxygen (DO),25.8,25.8,mg/l,1,25.8,AZDEQ_SW,FIELD,NA,--- SAMPLE TAKEN: Migrated,104917
UT-271439,456008,2011-05-02,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,419,419,mg/l,1,419,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
IA-161619,4440,2011-05-23,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),30.2,30.2,mg/l,1,30.2,21IOWA_WQX,ISU 4500-O-G,NA,NA,East Lake Osceola
FL-2331504,202163,2011-06-21,21FLORAN,Orange County Environmental (Florida),Secchi,"Depth, Secchi disk depth",9999,9999,m,1,9999,21FLORAN_WQX,FT1700,NA,NA,Little Lake Sawyer (aka Robinson)
AR-112165,132203,2011-06-28,NA,Arkansas Department of Environmental Quality,"pH, field or lab",pH,28.9,28.9,None,1,28.9,NA,NA,NA,NA,Norfork Lake near Cranfield Use Area
IN-111253,3305,2011-07-06,VOLUNTEER MONITORING,North American Lake Management Society,"Oxygen, dissolved",Dissolved oxygen (DO),113,113,ppm,1,113,NA,NA,NA,Site=koontz   5745867121 tcamireski@gmail.com,Koontz
KS-282523,369331,2011-09-02,USGS - Kansas Water Science Center,USGS Kansas Water Science Center,Microcystin,Total microcystins plus nodularins,150000,150000,ug/l,1,150000,NA,NA,NA,NA,"MILFORD LAKE NR JUNCTION CITY, KS"
KS-217650,369331,2011-09-08,USGS - Kansas Water Science Center,USGS Kansas Water Science Center,Microcystin,Total microcystins plus nodularins,28000,28000,ug/l,1,28000,NA,NA,NA,NA,"MILFORD LAKE NR JUNCTION CITY, KS"
KS-252234,369331,2011-09-20,USGS - Kansas Water Science Center,USGS Kansas Water Science Center,Microcystin,Total microcystins plus nodularins,13000,13000,ug/l,1,13000,NA,NA,NA,NA,"MILFORD LAKE NR JUNCTION CITY, KS"
GA-637514,228443,2011-12-05,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,2000,2000.0,mg/l,1,2000,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Oliver  (aka Chatt River at Columbus Water Intake near
VA-141332,147585,2011-12-20,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,476000,476,mg/l,1000,476000,USEPA,351.2,https://www.nemi.gov/methods/method_summary/9626/,"BLUE GREEN ALGAE BLOOM AT UPPER END OF POND, PARTIALLY WITH BLUISH-WHITE PATCHES  WHERE DECAY STARTING FROM COLD TEMPERATURES","Pond at N. Lakefront & Woodlake, Henrico"
UT-859701,455356,2012-02-13,U.S. Geological Survey,USGS Utah Water Science Center,"Oxygen, dissolved",Oxygen,26,26.0,mg/l,1,26,USGS,LUMIN,ASTM,NA,GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE
CO-82406,450296,2012-03-15,CDPHE-WQCD,Colorado Dept. of Public Health & Environment-WQCD,"Calcium, dissolved",Calcium,1100,1100,mg/l,1,1100,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,MAGGIO POND
FL-1464811,189767,2012-04-18,21FLGW,FL Dept. of Environmental Protection,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,280000,280,mg/l,1000,280000,USEPA,351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,Z3-LL-6016 NEWNANS LAKE
GA-523603,227457,2012-04-23,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,1400,1400.0,mg/l,1,1400,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Harding - Dam Forebay (aka Chatt. River US Bartletts Fe
GA-571935,227457,2012-04-23,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,1400,1400,mg/l,1,1400,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Harding - Dam Forebay (aka Chatt. River US Bartletts Ferry Dam)
CA-209492,481205,2012-06-14,NA,California State Water Resources Control Board,"Calcium, dissolved",Calcium,1030,1030,mg/l,1,1030,CEDEN,15,NA,NA,unnamed NLA12 Lake 179
SC-192112,160915,2012-06-28,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),29.4,29.4,mg/l,1,29.4,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE WYLIE AB MILL CK ARM AT END OF S-46-557
AZ-249533,454698,2012-08-06,ARIZONA GAME AND FISH,AZDEQ_SW,Chlorophyll a,Chlorophyll a,202000,202,mg/l,1000,202000,AZDEQ_SW,SM 10200 H,NA,HEAVY ALGAE BLOOM--- SAMPLE TAKEN: Migrated,100993
FL-2585038,187043,2012-08-22,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),1397,1397,mg/l,1,1397,NA,NA,NA,NA,TICK ISLAND MUD LAKE @ 0.73 MILES US OF CONF OF HARRY'S CRK
AZ-172750,454392,2012-11-06,ARIZONA GAME AND FISH,AZDEQ_SW,Chlorophyll a,Chlorophyll a,610000,610,mg/l,1000,610000,AZDEQ_SW,SM 10200 H,NA,EXTREME ALGAE BLOM--- SAMPLE TAKEN: Migrated,100036
OR-1820601,469588,2012-11-19,NA,Coquille Indian Tribe,"Oxygen, dissolved",Dissolved oxygen (DO),90.7,90.7,mg/l,1,90.7,NA,NA,NA,"Current Conditions: 100% Cloud Cover, showersPrevious 24 Hours: 100% Cloud Cover, rainHeavy Rain in Previous 7 Days? YesComments: High windsComments: YSI giving ???? Error code, unit was serviced shortly after this.",Fourth Creek Spillway
FL-2675702,188518,2013-01-16,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1795000,1795,mS/cm,1000,1795000,21FLCEN_WQX,FT_1200,NA,NA,Florence Lake @ 275m East of Center
FL-2329776,188518,2013-01-16,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1666000,1666,mS/cm,1000,1666000,21FLCEN_WQX,FT_1200,NA,NA,"Florence Lake @ SW lobe, 375m SW of Center"
UT-1032594,455356,2013-02-11,U.S. Geological Survey,USGS Utah Water Science Center,"Oxygen, dissolved",Oxygen,32.2,32.2,mg/l,1,32.2,NA,NA,NA,"A-0440040 Attention Jana Iverson, Salinity apx.",GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE
OK-80852,389148,2013-03-18,NA,Absentee Shawnee Tribe of Oklahoma,Turbidity,Turbidity,29100,29100,NTU,1,29100,NA,NA,NA,NA,Shawnee Twins Lake North 01
OK-62337,389148,2013-03-18,NA,Absentee Shawnee Tribe of Oklahoma,Turbidity,Turbidity,28500,28500,NTU,1,28500,NA,NA,NA,NA,SHAWNEE TWINS LAKE SOUTH 02
OK-121122,388456,2013-03-18,NA,Absentee Shawnee Tribe of Oklahoma,Turbidity,Turbidity,22380,22380,NTU,1,22380,NA,NA,NA,NA,THUNDERBIRD LAKE Hog Creek (Alternative)
NM-85710,447983,2013-03-20,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,850,850,mg/l,1,850,NA,NA,NA,NA,Figure Eight Lake (sink hole) - 56FigEightLkD
NM-92528,448090,2013-03-20,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,430,430,mg/l,1,430,NA,NA,NA,NA,Lake Van - 56LakeVanDeep
NM-68697,448138,2013-03-21,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,800,800,mg/l,1,800,NA,NA,NA,NA,LEA LAKE DEEP 1/3 LAKELENGTH FROM VIS. CENTER.
NM-90810,448080,2013-03-27,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,520,520,mg/l,1,520,NA,NA,NA,e.coli collected at 1030.,BRANTLEY RESERVOIR DEEP NEAR DAM - 60BrantleyDam
NM-75566,448080,2013-06-04,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,420,420,mg/l,1,420,NA,NA,NA,NA,Seven Rivers Flow Augmentation - 60PecosFlowAug
NM-78629,448080,2013-06-05,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,650,650,mg/l,1,650,NA,NA,NA,NA,BRANTLEY RESERVOIR DEEP NEAR DAM - 60BrantleyDam
NM-85518,448138,2013-06-11,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,760,760,mg/l,1,760,NA,NA,NA,NA,LEA LAKE DEEP 1/3 LAKELENGTH FROM VIS. CENTER.
NM-72214,447983,2013-06-12,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,640,640,mg/l,1,640,NA,NA,NA,NA,Figure Eight Lake (sink hole) - 56FigEightLkD
NM-56693,448090,2013-06-12,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,490,490,mg/l,1,490,NA,NA,NA,NA,Lake Van - 56LakeVanDeep
FL-2520140,188518,2013-06-26,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1719000,1719,mS/cm,1000,1719000,21FLCEN_WQX,FT_1200,NA,NA,Florence Lake @ 275m East of Center
FL-1718410,188518,2013-06-26,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1723000,1723,mS/cm,1000,1723000,21FLCEN_WQX,FT_1200,NA,NA,"Florence Lake @ SW lobe, 375m SW of Center"
FL-1454562,188518,2013-07-15,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1596000,1596,mS/cm,1000,1596000,21FLCEN_WQX,FT_1200,NA,NA,Florence Lake @ 275m East of Center
FL-1727325,188518,2013-07-15,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1518000,1518,mS/cm,1000,1518000,21FLCEN_WQX,FT_1200,NA,NA,"Florence Lake @ SW lobe, 375m SW of Center"
OK-275467,398695,2013-07-16,NA,"Delaware Nation, Oklahoma",Turbidity,Turbidity,-6.2,-6.2,NTU,1,-6.2,NA,NA,NA,NA,Chickasha Lake
UT-145952,455356,2013-08-06,NA,USGS Utah Water Science Center,"Calcium, dissolved",Calcium,407,407,mg/l,1,407,USGS,PLA11,"USGS OF 93-125, p 101","A-2250095 Attention Jana Iverson,High Salinity apx 14.2%",GREAT SALT LAKE STATION 7 MILES W OF ANTELOPE IS
UT-150663,455356,2013-08-06,NA,USGS Utah Water Science Center,"Calcium, dissolved",Calcium,450,450,mg/l,1,450,USGS,PLA11,"USGS OF 93-125, p 101","A-2250096 Attention Jana Iverson,High Salinity apx 18.0%",GREAT SALT LAKE STATION 7 MILES W OF ANTELOPE IS
UT-134985,455356,2013-08-06,U.S. Geological Survey-Water Resources Discipline,USGS Utah Water Science Center,"Calcium, dissolved",Calcium,446,446,mg/l,1,446,USGS,PLA11,"USGS OF 93-125, p 101","A-2250092 Attention Jana Iverson,High Salinity apx 20.6%","GSL 2565, NW OF HAT ISLAND"
UT-171766,455356,2013-08-06,NA,USGS Utah Water Science Center,"Calcium, dissolved",Calcium,461,461,mg/l,1,461,USGS,PLA11,"USGS OF 93-125, p 101","A-2250093 Attention Jana Iverson,High Salinity apx 14.2%",GREAT SALT LAKE SPILLWAY NE
UT-176994,455356,2013-08-06,NA,USGS Utah Water Science Center,"Calcium, dissolved",Calcium,470,470,mg/l,1,470,USGS,PLA11,"USGS OF 93-125, p 101","A-2250094 Attention Jana Iverson,High Salinity apx 18.4%",GREAT SALT LAKE SPILLWAY NE
NM-51005,448080,2013-08-14,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,520,520,mg/l,1,520,NA,NA,NA,NA,BRANTLEY RESERVOIR DEEP NEAR DAM - 60BrantleyDam
NM-83038,448138,2013-08-20,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,850,850,mg/l,1,850,NA,NA,NA,"Sonde DO cal @ 661.  Chlorphyll and phyto collected at 1,7,14",LEA LAKE DEEP 1/3 LAKELENGTH FROM VIS. CENTER.
NM-79375,447983,2013-08-21,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,860,860,mg/l,1,860,NA,NA,NA,NA,Figure Eight Lake (sink hole) - 56FigEightLkD
NM-89200,448090,2013-08-21,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,510,510,mg/l,1,510,NA,NA,NA,NA,Lake Van - 56LakeVanDeep
CO-876929,453310,2013-08-27,NA,Southern Ute Tribe,Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,NA,NA,NA,NA,Capote Lake 2
GA-521718,227457,2013-09-09,NA,Georgia DNR Environmental Protection Division,"Carbon, total organic",Organic carbon,440,440.0,mg/l,1,440,APHA,5310-B,https://www.nemi.gov/methods/method_summary/5717/,NA,Lake Harding - Dam Forebay (aka Chatt. River US Bartletts Fe
FL-2147559,188518,2013-10-14,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1205000,1205,mS/cm,1000,1205000,21FLCEN_WQX,FT_1200,NA,NA,Florence Lake @ 275m East of Center
FL-3170315,188518,2013-10-14,21FLCEN,"Fl  Dept. of Environmental Protection, Central District",Conductivity,Specific conductance,1168000,1168,mS/cm,1000,1168000,21FLCEN_WQX,FT_1200,NA,NA,"Florence Lake @ SW lobe, 375m SW of Center"
NM-66873,448138,2013-11-05,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,830,830,mg/l,1,830,NA,NA,NA,NA,LEA LAKE DEEP 1/3 LAKELENGTH FROM VIS. CENTER.
NM-51449,447983,2013-11-06,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,880,880,mg/l,1,880,NA,NA,NA,NA,Figure Eight Lake (sink hole) - 56FigEightLkD
NM-68969,448090,2013-11-06,NA,NM Environmental Dept./SWQB,"Calcium, dissolved",Calcium,480,480,mg/l,1,480,NA,NA,NA,NA,Lake Van - 56LakeVanDeep
FL-2696426,196859,2013-11-12,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),168,168,mg/l,1,168,21FLCEN_WQX,FT_1500,NA,NA,LKMARIANCT
OK-266840,54034,2013-12-03,NA,Seneca Cayuga Tribe,"Oxygen, dissolved",Dissolved oxygen (DO),116.72,116.72000000,mg/l,1,116.72,NA,NA,NA,NA,Grand Lake Site 12
OK-284802,54034,2013-12-03,NA,Seneca Cayuga Tribe,"pH, field or lab",pH,22.567,22.56700000,None,1,22.567,NA,NA,NA,NA,Grand Lake Site 13
FL-2460732,221287,2013-12-10,21FLLEON,Leon County Public Works (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),68.4,68.4,mg/l,1,68.4,USEPA,360.1,https://www.nemi.gov/methods/method_summary/5252/,NA,Lake Miccosukee Center of Lake
FL-1207886,199817,2014-02-13,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","pH, field or lab",pH,116.4,116.4,None,1,116.4,21FLCEN_WQX,FT_1100,NA,NA,Lake Kozart @ 210m NNE of Center
FL-2892661,196854,2014-02-19,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),99.67,99.67,mg/l,1,99.67,21FLCEN_WQX,FT_1500,NA,NA,Lake Nona @ 625m SW of center of lake
FL-2901898,193546,2014-03-10,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),107.8,107.80,mg/l,1,107.8,21FLCEN_WQX,FT_1500,NA,NA,Lake Eola @ 150m South of Center
FL-2755980,199817,2014-03-10,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),123.3,123.30,mg/l,1,123.3,21FLCEN_WQX,FT_1500,NA,NA,Lake Kozart @ Center
OK-177279,381133,2014-06-30,NA,"Kaw Nation, Oklahoma","Nitrogen, total",Nitrogen,108000,108,mg/l,1000,108000,HACH,10208,NA,NA,Sarge Creek 2
CA-202130,476148,2014-09-10,NA,Elem Indian Colony,Microcystin,Microcystin LR,5800,5800,ppb,1,5800,POMO989_WQX,MICROCYSTIN,NA,"MICROCYSTIN, CAHFS",Clearlake Oaks near Water Intake
FL-3260618,190012,2015-03-26,21FLLCPC,Lake County Water Resource Management,"Color, true",True color,38000,38000,PCU,1,38000,APHA,2120-B,https://www.nemi.gov/methods/method_summary/9730/,NA,Silver Lk W Sh
FL-1105885,191328,2015-03-30,21FLORAN,Orange County Environmental (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),29.4,29.4,mg/l,1,29.4,21FLORAN_WQX,FT1500,NA,NA,Prevatt
GA-541716,225408,2015-04-21,NA,Georgia DNR Environmental Protection Division,Secchi,"Depth, Secchi disk depth",-9999,-9999,m,1,-9999,NA,NA,NA,"High water due to recent rain, turbid, very fast current, Sunny","Flint River Reservoir - Midlake, Flint River Arm"
TX-957478,421720,2015-04-23,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,613,613,mg/l,1,613,USGS,LUMIN,ASTM,NA,"Grapevine Lk at Silver Lk Pk nr Grapevine, TX"
