lagoslakeid,sample_date,sample_id,parameter_id,parameter_name,parameter_value,parameter_detectionlimit_value,censorcode,sample_depth_m,cluster_id,cluster_lat_dd,cluster_lon_dd,source_id,source_sample_type,source_sample_siteid,source_name,source_activityorg_name,source_activityid,source_comments,source_parameter_name,source_parameter_value,source_parameter_unit,source_value_qualifiercode,parameter_conversionfactor,source_detectionlimit_value,source_detectionlimit_unit,parameter_detectionlimit_conversionfactor,source_detectionlimit_condition,source_detectionlimit_type,source_labmethod_usgspcode,source_labmethod_description,source_labmethod_id,source_labmethod_name,source_labmethod_qualifier,source_samplesite_lat_dd,source_samplesite_lon_dd,lagos_epi_assignment
121221,2006-05-01,NE-212286,38,"Atrazine, total",0.51,NA,NC4,1.5,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND150110000015L,NA,Atrazine,0.51,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
121221,2006-05-01,NE-224693,38,"Atrazine, total",0.37,NA,NC4,0.1,121221-AB,41.22131,-96.17809,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKUP1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKUP150109300001L,NA,Atrazine,0.37,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,41.22131,-96.17809,1
139439,2006-05-01,NE-285066,38,"Atrazine, total",0.21,NA,NC4,0.1,139439-AB,41.13989,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKML150114000001L,NA,Atrazine,0.21,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.13989,-96.06803,1
139439,2006-05-01,NE-261447,38,"Atrazine, total",2.3,NA,NC4,0.5,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND150114000005L,NA,Atrazine,2.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.14286,-96.06803,1
20376,2006-05-01,NE-281868,38,"Atrazine, total",1.2,NA,NC4,0.1,20376-AB,41.16431,-96.15183,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKML150112300001L,NA,Atrazine,1.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.16431,-96.15183,1
20376,2006-05-01,NE-213587,38,"Atrazine, total",0.78,NA,NC4,0.1,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND150112300001L,NA,Atrazine,0.78,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,41.1715,-96.15019,1
361694,2006-05-02,NE-237062,38,"Atrazine, total",1.3,NA,NC4,0.1,361694-AB,40.76547,-96.85222,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKML150213150001L,NA,Atrazine,1.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76547,-96.85222,1
361694,2006-05-02,NE-258414,38,"Atrazine, total",1.3,NA,NC4,0.1,361694-AC,40.76542,-96.84714,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKND150213300001L,NA,Atrazine,1.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76542,-96.84714,1
363219,2006-05-02,NE-228638,38,"Atrazine, total",1.6,NA,NC4,0.1,363219-AB,40.83075,-96.95,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKML150210150001L,NA,Atrazine,1.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83075,-96.95,1
363219,2006-05-02,NE-226871,38,"Atrazine, total",1.1,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND150210000001L,NA,Atrazine,1.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,40.82586,-96.94511,1
361755,2006-05-02,NE-253068,38,"Atrazine, total",0.57,NA,NC4,0.1,361755-AD,40.84825,-96.87453,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKML150212300001L,NA,Atrazine,0.57,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.84825,-96.87453,1
361755,2006-05-02,NE-239710,38,"Atrazine, total",0.76,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND150212300001L,NA,Atrazine,0.76,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,40.83933,-96.86872,1
31964,2006-05-02,NE-229576,38,"Atrazine, total",0.22,NA,NC4,0.1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND150208000001L,NA,Atrazine,0.22,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.3148,-96.1238,1
362778,2006-05-03,NE-281577,38,"Atrazine, total",1.6,NA,NC4,0.1,362778-AB,40.63433,-96.79567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKML150311450001L,NA,Atrazine,1.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.63433,-96.79567,1
362778,2006-05-03,NE-255265,38,"Atrazine, total",1.4,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND150311300001L,NA,Atrazine,1.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
362855,2006-05-03,NE-236391,38,"Atrazine, total",2,NA,NC4,0.1,362855-AF,40.97922,-96.86922,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLN1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLN150309150001L,NA,Atrazine,2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97922,-96.86922,1
362855,2006-05-03,NE-261436,38,"Atrazine, total",2.2,NA,NC4,0.1,362855-AG,40.96656,-96.87964,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLS1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLS150309150001L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.96656,-96.87964,1
362855,2006-05-03,NE-266717,38,"Atrazine, total",2.4,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND150309300001L,NA,Atrazine,2.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
363003,2006-05-03,NE-235002,38,"Atrazine, total",1.3,NA,NC4,0.1,363003-AA,40.58103,-96.8447,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKML150313450001L,NA,Atrazine,1.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58103,-96.8447,1
363003,2006-05-03,NE-215477,38,"Atrazine, total",0.05,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND150313300001L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,40.58467,-96.84658,1
362584,2006-05-04,NE-252125,38,"Atrazine, total",0.22,NA,NC4,0.1,362584-AA,40.781,-96.63247,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKMLN1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKMLN150413150001L,NA,Atrazine,0.22,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.781,-96.63247,1
362584,2006-05-04,NE-243174,38,"Atrazine, total",0.22,NA,NC4,0.1,362584-AD,40.77572,-96.63903,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKMLS1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKMLS150413150001L,NA,Atrazine,0.22,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.77572,-96.63903,1
362584,2006-05-04,NE-230215,38,"Atrazine, total",1.7,NA,NC4,1.5,362584-AC,40.78153,-96.63567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKND150413000015L,NA,Atrazine,1.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,40.78153,-96.63567,1
362582,2006-05-04,NE-244405,38,"Atrazine, total",0.94,NA,NC4,0.1,362582-AC,40.60144,-96.64064,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKML150408450001L,NA,Atrazine,0.94,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60144,-96.64064,1
362582,2006-05-04,NE-255858,38,"Atrazine, total",1.1,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND150408300001L,NA,Atrazine,1.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2006-05-04,NE-253036,38,"Atrazine, total",2.1,NA,NC4,0.1,363083-AB,40.63005,-96.58469,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKML150410150001L,NA,Atrazine,2.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.63005,-96.58469,1
363083,2006-05-04,NE-273817,38,"Atrazine, total",1.9,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND150410000001L,NA,Atrazine,1.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
5171,2006-05-16,IA-77564,38,"Atrazine, total",1.1,NA,NC4,6,5171-AJ,40.85746,-92.897286,EPA_R7_WQX,SPECIFIED,EPA_R7_WQX-RA50,EPA R7,NA,EPA_R7_WQX-RA50516062,NA,Atrazine,1.10,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,EPA_R7_WQX Procedure is unknown,Procedure is unknown,NA,40.85746,-92.897286,1
355281,2006-05-17,SD-240290,38,"Atrazine, total",29.6,NA,NC4,1,355281-AC,42.86069,-97.47892,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-YAKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-YAKLKND151709150010L,NA,Atrazine,29.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,42.86069,-97.47892,1
121221,2006-05-30,NE-214304,38,"Atrazine, total",0.7,NA,NC4,0.1,121221-AC,41.2187,-96.1658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKML153010150001L,NA,Atrazine,0.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.2187,-96.1658,1
121221,2006-05-30,NE-281653,38,"Atrazine, total",0.6,NA,NC4,1,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND153010300010L,NA,Atrazine,0.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
31964,2006-05-30,NE-250797,38,"Atrazine, total",0.33,NA,NC4,1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND153009000010L,NA,Atrazine,0.33,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.3148,-96.1238,1
139439,2006-05-30,NE-239700,38,"Atrazine, total",2.8,NA,NC4,0.1,139439-AB,41.13989,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKML153014150001L,NA,Atrazine,2.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.13989,-96.06803,1
139439,2006-05-30,NE-218888,38,"Atrazine, total",2.8,NA,NC4,1,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND153014300010L,NA,Atrazine,2.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.14286,-96.06803,1
20376,2006-05-30,NE-213283,38,"Atrazine, total",1.4,NA,NC4,0.1,20376-AB,41.16431,-96.15183,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKML153012450001L,NA,Atrazine,1.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.16431,-96.15183,1
20376,2006-05-30,NE-223549,38,"Atrazine, total",1.4,NA,NC4,0.5,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND153013000005L,NA,Atrazine,1.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.1715,-96.15019,1
362855,2006-05-31,NE-247834,38,"Atrazine, total",2.7,NA,NC4,0.1,362855-AF,40.97922,-96.86922,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLN1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLN153109150001L,NA,Atrazine,2.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97922,-96.86922,1
362855,2006-05-31,NE-259575,38,"Atrazine, total",3,NA,NC4,0.1,362855-AG,40.96656,-96.87964,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLS1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLS153109150001L,NA,Atrazine,3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.96656,-96.87964,1
362855,2006-05-31,NE-273392,38,"Atrazine, total",2.3,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND153109000001L,NA,Atrazine,2.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
361694,2006-05-31,NE-257661,38,"Atrazine, total",1.5,NA,NC4,0.1,361694-AB,40.76547,-96.85222,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKML153112150001L,NA,Atrazine,1.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76547,-96.85222,1
361694,2006-05-31,NE-213482,38,"Atrazine, total",1.3,NA,NC4,0.1,361694-AC,40.76542,-96.84714,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKND153112300001L,NA,Atrazine,1.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76542,-96.84714,1
363219,2006-05-31,NE-228142,38,"Atrazine, total",2.8,NA,NC4,0.1,363219-AB,40.83075,-96.95,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKML153113150001L,NA,Atrazine,2.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83075,-96.95,1
363219,2006-05-31,NE-231594,38,"Atrazine, total",2.2,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND153113300001L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.82586,-96.94511,1
361755,2006-05-31,NE-214823,38,"Atrazine, total",2.2,NA,NC4,0.1,361755-AD,40.84825,-96.87453,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKML153110150001L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.84825,-96.87453,1
361755,2006-05-31,NE-243684,38,"Atrazine, total",1.9,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND153110300001L,NA,Atrazine,1.9,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
362778,2006-06-01,NE-251715,38,"Atrazine, total",3.7,NA,NC4,0.1,362778-AB,40.63433,-96.79567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKML160111150001L,NA,Atrazine,3.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.63433,-96.79567,1
362778,2006-06-01,NE-242982,38,"Atrazine, total",4.1,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND160111300001L,NA,Atrazine,4.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
362584,2006-06-01,NE-227692,38,"Atrazine, total",0.54,NA,NC4,0.1,362584-AA,40.781,-96.63247,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKMLN1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKMLN160114100001L,NA,Atrazine,0.54,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.781,-96.63247,1
362584,2006-06-01,NE-222383,38,"Atrazine, total",0.39,NA,NC4,0.1,362584-AD,40.77572,-96.63903,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKMLS1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKMLS160114200001L,NA,Atrazine,0.39,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.77572,-96.63903,1
362584,2006-06-01,NE-238882,38,"Atrazine, total",0.54,NA,NC4,0.1,362584-AC,40.78153,-96.63567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-HOLLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-HOLLKND160114300001L,NA,Atrazine,0.54,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.78153,-96.63567,1
363003,2006-06-01,NE-237499,38,"Atrazine, total",1.8,NA,NC4,0.1,363003-AA,40.58103,-96.8447,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKML160113150001L,NA,Atrazine,1.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58103,-96.8447,1
363003,2006-06-01,NE-217333,38,"Atrazine, total",1.8,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND160113300001L,NA,Atrazine,1.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58467,-96.84658,1
362582,2006-06-01,NE-217412,38,"Atrazine, total",1.7,NA,NC4,0.1,362582-AC,40.60144,-96.64064,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKML160108450001L,NA,Atrazine,1.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60144,-96.64064,1
362582,2006-06-01,NE-281599,38,"Atrazine, total",2.8,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND160109000001L,NA,Atrazine,2.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2006-06-01,NE-234123,38,"Atrazine, total",2.2,NA,NC4,0.1,363083-AB,40.63005,-96.58469,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKML160110150001L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.63005,-96.58469,1
363083,2006-06-01,NE-222444,38,"Atrazine, total",2.6,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND160110300001L,NA,Atrazine,2.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
370277,2006-06-12,KS-49823,38,"Atrazine, total",0.3,0.3,LE5,0.5,370277-AA,38.79106,-99.73566,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM013001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01300120060612164500.5,NA,Atrazine,NA,ug/l,NA,1,0.3,ug/l,1,Not Detected,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.79106,-99.73566,1
