"","CharacteristicName","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitMeasure.MeasureUnitCode","source_labmethodid","source_labmethodname","USGSPCode","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","source_samplesiteid","ActivityCommentText","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","datavalue","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","source_labmethoddescription","ResultLaboratoryCommentText","source_qualifier","DetectionQuantitationLimitMeasure.MeasureValue","ProviderName","ActivityStartDateTime","ActivityEndDateTime","Obs_Id","State","Id_num","wqp_monitoringlocationname","wqp_providername","lagoslakeid","source_parameter","source_value","source_unit","detectionlimit_legacy","detectionlimit_unit_legacy","Conversion","Conversion_dl","Notes","sampledate","source_sampledepth","variableid_lagos","limit_low","limit_high","variableshortname","source_sampleposition","lagos_sampledepth","lagos_sampleposition"
"591","Solids, total suspended","mg/l",NA,"APHA 2540-D","2540 D ~ Total Suspended Solids in Water",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040665","Field Msr/Obs","2011-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",11,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2540-D","APHA","https://www.nemi.gov/methods/method_summary/9819/",NA,"Method Detection Level","11","STORET",NA,NA,"CO-955737","CO","955737","Lake Outlet - Surface","STORET","359515","Total suspended solids","11","mg/l",NA,NA,"1","1","APHA 2540-D; tss",2011-05-02,NA,33,-10,1000000,"tss_mgl","UNKNOWN",NA,"UNKNOWN"
"592","Conductivity","uS/cm",NA,"USEPA 9050","Specific Conductance",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040688","Field Msr/Obs","2011-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",346000,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9050","USEPA",NA,NA,"Method Detection Level","346000","STORET",NA,NA,"CO-887911","CO","887911","Lake Outlet - Surface","STORET","359515","Conductivity","346","mS/cm",NA,NA,"1000","1000","EPA 9050",2011-05-25,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"593","Oxygen, dissolved","mg/l",NA,"ASTM D888(B)","D888 B  ~ Dissolved Oxygen by Instrumental Probe",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040688","Field Msr/Obs","2011-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",8.9,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D888(B)","ASTM","https://www.nemi.gov/methods/method_summary/9814/",NA,"Method Detection Level","8.9","STORET",NA,NA,"CO-953772","CO","953772","Lake Outlet - Surface","STORET","359515","Dissolved oxygen (DO)","8.9","mg/l",NA,NA,"1","1","ASTM D888",2011-05-25,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"594","pH, field or lab","pH",NA,"USEPA 150.1","pH",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040688","Field Msr/Obs","2011-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",8.5,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.1","USEPA","https://www.nemi.gov/methods/method_summary/4685/",NA,"Method Detection Level","8.5","STORET",NA,NA,"CO-977721","CO","977721","Lake Outlet - Surface","STORET","359515","pH","8.5","None",NA,NA,"1","1","EPA 150.1; pH, Electrometric Method",2011-05-25,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"595","Arsenic, dissolved","ug/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2447514","Sample-Routine","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75RamahLKDeep","589 mmHg.  Sample taken from surface - mixed.","Chem-01","NMENV-SWQB","Chemistry - Sample","Kemmerer Bottle",NA,"Dissolved",2,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","STORET",NA,NA,"NM-57806","NM","57806","RAMAH Reservoir DEEP Near DAM - 75RamahLKDeep","STORET","453809","Arsenic","0.002","mg/l",NA,NA,"1000","1000","methods_unknown",2011-06-07,NA,41,-1000,5000,"d_as_ugl","UNKNOWN",NA,"UNKNOWN"
"596","Calcium, dissolved","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2447514","Sample-Routine","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75RamahLKDeep","589 mmHg.  Sample taken from surface - mixed.","Chem-01","NMENV-SWQB","Chemistry - Sample","Kemmerer Bottle",NA,"Dissolved",57.11454772,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.11454772","STORET",NA,NA,"NM-77960","NM","77960","RAMAH Reservoir DEEP Near DAM - 75RamahLKDeep","STORET","453809","Calcium","57.11454772","mg/l",NA,NA,"1","1","methods_unknown",2011-06-07,NA,3,-10,400,"ca_mgl","UNKNOWN",NA,"UNKNOWN"
"597","Magnesium, dissolved","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2447514","Sample-Routine","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75RamahLKDeep","589 mmHg.  Sample taken from surface - mixed.","Chem-01","NMENV-SWQB","Chemistry - Sample","Kemmerer Bottle",NA,"Dissolved",8.908858815,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.908858815","STORET",NA,NA,"NM-83688","NM","83688","RAMAH Reservoir DEEP Near DAM - 75RamahLKDeep","STORET","453809","Magnesium","8.908858815","mg/l",NA,NA,"1","1","methods_unknown",2011-06-07,NA,14,-10,20000,"mg_mgl","UNKNOWN",NA,"UNKNOWN"
"598","Nitrogen, total Kjeldahl","ug/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2447511","Sample-Routine","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75RamahLKDeep","589 mmHg.  Sample taken from surface - mixed.","Chem-01","NMENV-SWQB","Chemistry - Sample","Kemmerer Bottle",NA,"Total",2000,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"nil",NA,NA,NA,NA,NA,NA,NA,NA,"2000","STORET",NA,NA,"NM-98349","NM","98349","RAMAH Reservoir DEEP Near DAM - 75RamahLKDeep","STORET","453809","Kjeldahl nitrogen","2","mg/l",NA,NA,"1000","1000","methods_unknown",2011-06-07,NA,16,-1000,100000,"tkn_ugl","UNKNOWN",NA,"UNKNOWN"
"599","Solids, total suspended","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2447510","Sample-Routine","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75RamahLKDeep","589 mmHg.  Sample taken from surface - mixed.","Chem-01","NMENV-SWQB","Chemistry - Sample","Kemmerer Bottle",NA,"Total",4,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","STORET",NA,NA,"NM-56454","NM","56454","RAMAH Reservoir DEEP Near DAM - 75RamahLKDeep","STORET","453809","Total suspended solids","4","mg/l",NA,NA,"1","1","methods_unknown",2011-06-07,NA,33,-10,1000000,"tss_mgl","UNKNOWN",NA,"UNKNOWN"
"600","Conductivity","uS/cm",NA,"USEPA 9050","Specific Conductance",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040701","Field Msr/Obs","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",269000,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9050","USEPA",NA,NA,"Method Detection Level","269000","STORET",NA,NA,"CO-962714","CO","962714","Lake Outlet - Surface","STORET","359515","Conductivity","269","mS/cm",NA,NA,"1000","1000","EPA 9050",2011-06-07,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"601","Oxygen, dissolved","mg/l",NA,"ASTM D888(B)","D888 B  ~ Dissolved Oxygen by Instrumental Probe",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040701","Field Msr/Obs","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",8.6,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D888(B)","ASTM","https://www.nemi.gov/methods/method_summary/9814/",NA,"Method Detection Level","8.6","STORET",NA,NA,"CO-970670","CO","970670","Lake Outlet - Surface","STORET","359515","Dissolved oxygen (DO)","8.6","mg/l",NA,NA,"1","1","ASTM D888",2011-06-07,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"602","pH, field or lab","pH",NA,"USEPA 150.1","pH",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040701","Field Msr/Obs","2011-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",8,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.1","USEPA","https://www.nemi.gov/methods/method_summary/4685/",NA,"Method Detection Level","8","STORET",NA,NA,"CO-948369","CO","948369","Lake Outlet - Surface","STORET","359515","pH","8","None",NA,NA,"1","1","EPA 150.1; pH, Electrometric Method",2011-06-07,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"603","Conductivity","uS/cm",NA,"USEPA 9050","Specific Conductance",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040715","Field Msr/Obs","2011-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",246000,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9050","USEPA",NA,NA,"Method Detection Level","246000","STORET",NA,NA,"CO-978920","CO","978920","Lake Outlet - Surface","STORET","359515","Conductivity","246","mS/cm",NA,NA,"1000","1000","EPA 9050",2011-06-21,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"604","Oxygen, dissolved","mg/l",NA,"ASTM D888(B)","D888 B  ~ Dissolved Oxygen by Instrumental Probe",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040715","Field Msr/Obs","2011-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",7.7,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D888(B)","ASTM","https://www.nemi.gov/methods/method_summary/9814/",NA,"Method Detection Level","7.7","STORET",NA,NA,"CO-972864","CO","972864","Lake Outlet - Surface","STORET","359515","Dissolved oxygen (DO)","7.7","mg/l",NA,NA,"1","1","ASTM D888",2011-06-21,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"605","pH, field or lab","pH",NA,"USEPA 150.1","pH",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040715","Field Msr/Obs","2011-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",7.7,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.1","USEPA","https://www.nemi.gov/methods/method_summary/4685/",NA,"Method Detection Level","7.7","STORET",NA,NA,"CO-954658","CO","954658","Lake Outlet - Surface","STORET","359515","pH","7.7","None",NA,NA,"1","1","EPA 150.1; pH, Electrometric Method",2011-06-21,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"606","Turbidity","NTU",NA,"ASTM D1889","Turbidity of Water",NA,"STANDLEY","Standley Lake Watershed Group (Volunteer)","STANDLEY-SL10-0040715","Field Msr/Obs","2011-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"STANDLEY-SL10-00","Standley Lake","Probe","Standley","Multi Probe Sonde","Probe/Sensor",NA,"Total",1.8,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1889","ASTM","https://www.nemi.gov/methods/method_summary/5457/",NA,"Method Detection Level","1.8","STORET",NA,NA,"CO-959482","CO","959482","Lake Outlet - Surface","STORET","359515","Turbidity","1.8","NTU",NA,NA,"1","1","methods_unknown",2011-06-21,NA,36,0,20000,"turb_ntu","UNKNOWN",NA,"UNKNOWN"
"607","Arsenic, dissolved","ug/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2452399","Sample-Routine","2011-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75McGaffyLkDp","1 dead fish (catfish?) about 30 cm.  1 fish rose to surface and 1 fish about 10 cm jumped.  Sample was taken from surface - to shallow for kemmer.","Chem-01","NMENV-SWQB","Chemistry - Sample","Water Sampler (Other)",NA,"Dissolved",2.93239,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.93239","STORET",NA,NA,"NM-95251","NM","95251","McGaffey Lake (deep) - 75McGaffyLkDp","STORET","453988","Arsenic","0.00293239","mg/l",NA,NA,"1000","1000","methods_unknown",2011-11-08,NA,41,-1000,5000,"d_as_ugl","UNKNOWN",NA,"UNKNOWN"
"608","Calcium, dissolved","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2452399","Sample-Routine","2011-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75McGaffyLkDp","1 dead fish (catfish?) about 30 cm.  1 fish rose to surface and 1 fish about 10 cm jumped.  Sample was taken from surface - to shallow for kemmer.","Chem-01","NMENV-SWQB","Chemistry - Sample","Water Sampler (Other)",NA,"Dissolved",43.90402716,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.90402716","STORET",NA,NA,"NM-74562","NM","74562","McGaffey Lake (deep) - 75McGaffyLkDp","STORET","453988","Calcium","43.90402716","mg/l",NA,NA,"1","1","methods_unknown",2011-11-08,NA,3,-10,400,"ca_mgl","UNKNOWN",NA,"UNKNOWN"
"609","Magnesium, dissolved","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2452399","Sample-Routine","2011-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75McGaffyLkDp","1 dead fish (catfish?) about 30 cm.  1 fish rose to surface and 1 fish about 10 cm jumped.  Sample was taken from surface - to shallow for kemmer.","Chem-01","NMENV-SWQB","Chemistry - Sample","Water Sampler (Other)",NA,"Dissolved",19.02812712,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.02812712","STORET",NA,NA,"NM-68991","NM","68991","McGaffey Lake (deep) - 75McGaffyLkDp","STORET","453988","Magnesium","19.02812712","mg/l",NA,NA,"1","1","methods_unknown",2011-11-08,NA,14,-10,20000,"mg_mgl","UNKNOWN",NA,"UNKNOWN"
"610","Nitrogen, total Kjeldahl","ug/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2452396","Sample-Routine","2011-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75McGaffyLkDp","1 dead fish (catfish?) about 30 cm.  1 fish rose to surface and 1 fish about 10 cm jumped.  Sample was taken from surface - to shallow for kemmer.","Chem-01","NMENV-SWQB","Chemistry - Sample","Water Sampler (Other)",NA,"Total",1450,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Hold time exceeded by 50.3 days",NA,NA,NA,NA,NA,NA,NA,NA,"1450","STORET",NA,NA,"NM-87287","NM","87287","McGaffey Lake (deep) - 75McGaffyLkDp","STORET","453988","Kjeldahl nitrogen","1.45","mg/l",NA,NA,"1000","1000","methods_unknown",2011-11-08,NA,16,-1000,100000,"tkn_ugl","UNKNOWN",NA,"UNKNOWN"
"611","Solids, total suspended","mg/l",NA,"NA NA",NA,NA,"21NMEX_WQX","NM Environmental Dept./SWQB","21NMEX_WQX-2452395","Sample-Routine","2011-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NMEX_WQX-75McGaffyLkDp","1 dead fish (catfish?) about 30 cm.  1 fish rose to surface and 1 fish about 10 cm jumped.  Sample was taken from surface - to shallow for kemmer.","Chem-01","NMENV-SWQB","Chemistry - Sample","Water Sampler (Other)",NA,"Total",12,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","STORET",NA,NA,"NM-85326","NM","85326","McGaffey Lake (deep) - 75McGaffyLkDp","STORET","453988","Total suspended solids","12","mg/l",NA,NA,"1","1","methods_unknown",2011-11-08,NA,33,-10,1000000,"tss_mgl","UNKNOWN",NA,"UNKNOWN"
"612","Mercury, total","ng/l","ng/l","USEPA 245.7","Mercury in water by cold-vapor atomic fluorescence spectrometry",NA,"MDEQ_WQ_WQX","MDEQ_WQ_WQX - Montana DEQ WQPB","MDEQ_WQ_WQX-U1932-W(0)","Sample-Routine","2012-07-20","13:30:00",NA,NA,NA,NA,NA,NA,NA,NA,"MADISON-TPA-2012","MTDEQ","MDEQ_WQ_WQX-M06ENISL02","Lake Site Depth: 6.7 m. - Surface sample","GRAB","MDEQ-WQ","Grab Water Sample","Water Bottle",NA,"Total",5.5,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Collection Date: 7/20/2012 1:30:00 PM Sample Name: MADISON -TPA-2012",NA,NA,NA,"245.7","USEPA","https://www.nemi.gov/methods/method_summary/9629/",NA,"Lower Reporting Limit","5.5","STORET","2012-07-20 19:30:00",NA,"MT-116161","MT","116161","Ennis Lake near bridge at Madison River outflow","STORET","317385","Mercury","5.5","ng/l","5","ng/l","1","1","EPA 245.7; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry",2012-07-20,NA,46,-1000,50000000,"t_hg_ngl","UNKNOWN",NA,"UNKNOWN"
"613","Aluminum, dissolved","ug/l","ug/l","USEPA 200.8","Metals in Waters by ICP/MS",NA,"MDEQ_WQ_WQX","MDEQ_WQ_WQX - Montana DEQ WQPB","MDEQ_WQ_WQX-U2810-W","Sample-Routine","2013-06-07","10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,"MADISON-TPA-2013","MTDEQ","MDEQ_WQ_WQX-M06ENISL01","Collected just below water surface.","GRAB","MDEQ-WQ","Grab Water Sample","Water Bottle",NA,"Dissolved",9,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"CollectDate: 6/7/2013 SampleComment: ENNIS LAKE NEAR MADISON RIVER INFLOW",NA,NA,NA,"200.8","USEPA","https://www.nemi.gov/methods/method_summary/4665/",NA,"Lower Reporting Limit","9","STORET","2013-06-07 16:00:00",NA,"MT-14353","MT","14353","Ennis Lake near Madison River inflow","STORET","317385","Aluminum","0.009","mg/l","0.009","mg/l","1000","1000","EPA 200.8",2013-06-07,NA,43,-1000,1500000,"d_al_ugl","UNKNOWN",NA,"UNKNOWN"
"614","Chlorophyll a","ug/l",NA,"USEPA 445","In-Vitro Determination of Chlorophyll",NA,"21NEB001_WQX","Nebraska Department of Environment and Energy","21NEB001_WQX-LLB2LBCOVE03080720131120SRW0.0","Sample-Routine","2013-08-07","11:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NEB001_WQX-LLB2LBCOVE03",NA,"GRAB","QAPP","Grab Sample","Water Bottle",NA,NA,67.61,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Aquatic vegetation and algae below surface and around entire lake, sample collected from boat ramp",NA,NA,NA,"445","USEPA","https://www.nemi.gov/methods/method_summary/7222/",NA,NA,"67.61","STORET","2013-08-07 16:20:00",NA,"NE-234428","NE","234428","Liberty Cove Lake -- Boat Ramp -- Site 03","STORET","372145","Chlorophyll a","67.61","mg/m3",NA,NA,"1","1","EPA 445.0",2013-08-07,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"615","Conductivity","uS/cm",NA,"NA NA",NA,NA,"21NEB001_WQX","Nebraska Department of Environment and Energy","21NEB001_WQX-LLB2LBCOVE03080720131120FMOW0.0","Field Msr/Obs","2013-08-07","11:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NEB001_WQX-LLB2LBCOVE03",NA,NA,NA,NA,NA,NA,NA,383,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Aquatic vegetation and algae below surface and around entire lake, measurement taken at boat ramp",NA,NA,NA,NA,NA,NA,NA,NA,"383","STORET","2013-08-07 16:20:00",NA,"NE-75016","NE","75016","Liberty Cove Lake -- Boat Ramp -- Site 03","STORET","372145","Specific conductance","383","umho/cm",NA,NA,"1","1","methods_unknown",2013-08-07,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"616","Oxygen, dissolved","mg/l",NA,"NA NA",NA,NA,"21NEB001_WQX","Nebraska Department of Environment and Energy","21NEB001_WQX-LLB2LBCOVE03080720131120FMOW0.0","Field Msr/Obs","2013-08-07","11:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NEB001_WQX-LLB2LBCOVE03",NA,NA,NA,NA,NA,NA,NA,11.9,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Aquatic vegetation and algae below surface and around entire lake, measurement taken at boat ramp",NA,NA,NA,NA,NA,NA,NA,NA,"11.9","STORET","2013-08-07 16:20:00",NA,"NE-27927","NE","27927","Liberty Cove Lake -- Boat Ramp -- Site 03","STORET","372145","Dissolved oxygen (DO)","11.90","mg/l",NA,NA,"1","1","methods_unknown",2013-08-07,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"617","pH, field or lab","pH",NA,"NA NA",NA,NA,"21NEB001_WQX","Nebraska Department of Environment and Energy","21NEB001_WQX-LLB2LBCOVE03080720131120FMOW0.0","Field Msr/Obs","2013-08-07","11:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NEB001_WQX-LLB2LBCOVE03",NA,NA,NA,NA,NA,NA,NA,9.5,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Aquatic vegetation and algae below surface and around entire lake, measurement taken at boat ramp",NA,NA,NA,NA,NA,NA,NA,NA,"9.5","STORET","2013-08-07 16:20:00",NA,"NE-48820","NE","48820","Liberty Cove Lake -- Boat Ramp -- Site 03","STORET","372145","pH","9.50","None",NA,NA,"1","1","methods_unknown",2013-08-07,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"618","Turbidity","NTU",NA,"NA NA",NA,NA,"21NEB001_WQX","Nebraska Department of Environment and Energy","21NEB001_WQX-LLB2LBCOVE03080720131120FMOW0.0","Field Msr/Obs","2013-08-07","11:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21NEB001_WQX-LLB2LBCOVE03",NA,NA,NA,NA,NA,NA,NA,29,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"Aquatic vegetation and algae below surface and around entire lake, measurement taken at boat ramp",NA,NA,NA,NA,NA,NA,NA,NA,"29","STORET","2013-08-07 16:20:00",NA,"NE-182400","NE","182400","Liberty Cove Lake -- Boat Ramp -- Site 03","STORET","372145","Turbidity","29","NTU",NA,NA,"1","1","methods_unknown",2013-08-07,NA,36,0,20000,"turb_ntu","UNKNOWN",NA,"UNKNOWN"
"619","Conductivity","uS/cm",NA,"USEPA 9050A","9050 A ~ Specific Conductance",NA,"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NISI_STFL04082014_04","Field Msr/Obs","2014-04-08","12:32:00",NA,NA,NA,NA,NA,NA,NA,NA,"NISI_WQ",NA,"11NPSWRD_WQX-NISI_STFL","Very turbid from runoff from yesterday's rain. Surface yellow with pollen.  Organization ActivityID=NISI_STFL04082014","NPS_INSITU","11NPSWRD_WQX","In Situ Measurement with Probe","Miscellaneous (Other)",NA,NA,71.7,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9050A","USEPA",NA,NA,NA,"71.7","STORET","2014-04-08 16:32:00",NA,"SC-122028","SC","122028","Star Fort Lake","STORET","165274","Specific conductance","71.7","uS/cm",NA,NA,"1","1","EPA 9050",2014-04-08,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
